Age,Height,Weight,Veg_Consump,Water_Consump,Meal_Count,Phys_Act,Time_E_Dev,Body_Level,Gender_Female,Gender_Male,H_Cal_Consump_no,H_Cal_Consump_yes,Alcohol_Consump_Always,Alcohol_Consump_Frequently,Alcohol_Consump_Sometimes,Alcohol_Consump_no,Smoking_no,Smoking_yes,Food_Between_Meals_Always,Food_Between_Meals_Frequently,Food_Between_Meals_Sometimes,Food_Between_Meals_no,Fam_Hist_no,Fam_Hist_yes,H_Cal_Burn_no,H_Cal_Burn_yes,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking
21.0,1.52,42.0,3.0,1.0,1.0,0.0,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.372563,1.589829,40.202773,2.0,1.0,1.075553,0.127425,1.679442,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.0,1.7,50.0,1.0,1.0,3.0,2.0,1.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32.383858,1.640688,46.655622,3.0,2.721769,3.11158,1.44287,0.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.525834,1.776989,57.275946,2.0,2.575535,3.747163,2.0,1.84383,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
17.758315,1.854162,59.881316,2.966126,2.0,3.96981,2.000088,0.378619,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
17.06713,1.896734,59.895052,2.842102,2.0,3.34175,2.511157,0.560351,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
23.035829,1.598612,42.993937,2.753752,2.346647,2.812377,1.612248,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.0,1.704193,50.631889,2.0,2.0,3.0,0.0,1.525597,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.288205,1.713564,50.0,1.140615,1.0,3.471536,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.773303,1.602082,45.0,3.0,2.875583,3.0,1.258504,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
18.0,1.85,60.0,3.0,2.0,4.0,2.0,0.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
18.0,1.840138,60.0,3.0,2.0,4.0,2.0,0.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
20.147114,1.528011,42.0,3.0,1.322669,1.0,0.0,0.478676,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.486869,1.836669,58.943347,2.767731,2.0,3.821168,2.0,0.556245,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.314964,1.661403,49.932199,2.205439,1.530531,3.0,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.59904,1.566501,41.706283,2.967853,1.131185,1.0,0.0,0.504176,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.084317,1.851123,61.264785,3.0,2.548527,3.994588,1.285976,0.267076,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
23.0,1.717601,51.073918,2.0,1.426874,3.0,2.20208,2.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.0,1.675446,51.154201,3.0,2.815293,3.0,1.978631,1.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.758286,1.667404,49.125955,2.880792,1.960131,3.281391,1.513029,1.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.0,1.781543,50.869704,2.052932,2.0,3.0,0.520408,1.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.908114,1.793926,59.682591,2.568063,2.0,4.0,2.0,0.220029,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.21164,1.567981,41.934368,2.070964,1.676975,1.0,0.0,1.718513,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.962426,1.57206,43.919835,3.0,2.651258,1.600812,0.600817,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.038222,1.710564,51.588874,2.0,2.371015,2.057935,0.288032,0.714627,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.491272,1.834637,59.990861,2.943749,2.0,4.0,2.0,0.128895,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.0,1.763465,50.279053,1.567101,1.994139,3.0,0.107981,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.52,42.0,3.0,1.0,1.0,0.0,0.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.282945,1.821514,59.605028,2.613249,2.0,3.712183,2.002997,0.174848,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
22.926352,1.715597,50.0,2.449267,1.266018,3.647154,0.866045,0.097234,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.0,1.68,52.0,3.0,2.0,3.0,0.0,1.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
20.244359,1.559186,41.952805,2.619835,1.198883,1.0,0.0,0.751212,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
22.396504,1.869098,61.411141,3.0,2.233274,3.263201,1.557737,0.000355,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
20.254534,1.56948,41.324558,2.392665,1.0,1.0,0.0,0.738269,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
23.0,1.89,65.0,3.0,3.0,3.0,1.0,1.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.52,42.0,3.0,1.0,1.0,0.0,0.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
22.867719,1.655413,50.424661,3.0,1.995177,3.642802,0.118271,0.065515,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.0,1.54,39.0,1.0,2.0,3.0,3.0,2.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.424941,1.753389,54.121925,2.0,2.278578,3.16645,1.838881,2.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17.925497,1.829142,59.933015,2.86099,2.0,4.0,2.0,0.007872,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.97981,1.75336,54.997374,2.0,2.976672,3.494849,1.94907,2.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
19.0,1.89,87.0,2.0,2.0,4.0,3.0,1.0,Body Level 2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
18.0,1.5,50.0,3.0,2.0,3.0,0.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.68,70.0,3.0,3.0,3.0,0.0,2.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
26.0,1.83,82.0,2.0,2.0,3.0,1.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
30.0,1.75,73.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
19.0,1.63,58.0,3.0,2.0,3.0,0.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
19.0,1.61,53.8,2.0,2.0,3.0,2.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
23.0,1.65,59.0,3.0,2.0,1.0,1.0,2.0,Body Level 2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
23.0,1.63,55.0,3.0,2.0,3.0,2.0,1.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
21.0,1.55,58.0,2.0,1.0,1.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.6,61.0,2.0,1.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
20.0,1.83,66.0,2.0,2.0,3.0,1.0,1.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
20.0,1.61,64.0,3.0,2.0,3.0,0.0,1.0,Body Level 2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18.0,1.55,56.0,2.0,1.0,3.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
18.0,1.8,72.0,2.0,2.0,3.0,3.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
21.0,1.82,72.0,1.0,3.0,3.0,2.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.67,60.0,2.0,2.0,3.0,2.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.0,1.69,65.0,2.0,2.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17.0,1.7,70.0,3.0,2.0,3.0,0.0,2.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
16.0,1.6,57.0,3.0,1.0,3.0,3.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.55,57.0,2.0,2.0,4.0,2.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
27.0,1.83,71.0,2.0,2.0,3.0,3.0,2.0,Body Level 2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
33.0,1.76,66.5,2.0,2.0,3.0,3.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
27.0,1.85,75.0,2.0,2.0,1.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
20.0,1.83,72.0,3.0,1.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
19.0,1.85,65.0,2.0,3.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
22.0,1.65,58.0,3.0,2.0,4.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.85,68.0,2.0,2.0,3.0,0.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
22.0,1.65,62.0,2.0,2.0,4.0,2.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
23.0,1.66,60.0,2.0,1.0,1.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
16.0,1.82,71.0,2.0,2.0,3.0,2.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1.69,60.0,2.0,3.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
18.0,1.62,58.0,3.0,1.0,3.0,0.0,2.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
17.0,1.65,67.0,3.0,2.0,1.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
22.0,1.65,56.0,3.0,3.0,3.0,2.0,0.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.0,1.67,68.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.0,1.75,70.0,2.0,3.0,3.0,1.0,1.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.0,1.6,55.0,3.0,3.0,4.0,2.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
23.0,1.6,52.0,2.0,2.0,4.0,2.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
23.0,1.7,56.0,3.0,3.0,4.0,3.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
21.0,1.75,62.0,3.0,2.0,4.0,0.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
21.0,1.75,72.0,1.0,3.0,3.0,2.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.63,66.0,3.0,3.0,1.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
33.0,1.59,60.0,3.0,2.0,1.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.0,1.67,64.0,3.0,2.0,3.0,2.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
21.0,1.8,62.0,3.0,2.0,3.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
19.0,1.83,82.0,3.0,2.0,3.0,2.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.88,84.0,3.0,3.0,3.0,2.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
18.0,1.7,55.0,2.0,2.0,3.0,0.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.0,1.5,49.0,2.0,2.0,1.0,3.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
18.0,1.58,48.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.0,1.53,55.0,2.0,1.0,3.0,0.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.62,55.0,2.0,1.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
23.0,1.64,52.0,3.0,2.0,1.0,2.0,2.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.0,1.76,68.0,2.0,2.0,4.0,1.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.0,1.71,71.0,3.0,2.0,3.0,1.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.0,1.7,66.4,2.0,2.0,3.0,0.0,0.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.54,47.0,3.0,1.0,3.0,2.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
33.0,1.56,48.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
21.0,1.63,51.0,2.0,1.0,1.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.65,53.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17.0,1.72,62.0,2.0,2.0,3.0,3.0,1.0,Body Level 2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
19.0,1.61,62.0,3.0,2.0,1.0,1.0,0.0,Body Level 2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.75,75.0,3.0,2.0,3.0,0.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.6,55.0,2.0,2.0,4.0,2.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.0,1.58,50.0,1.0,2.0,4.0,1.0,2.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21.0,1.72,66.5,3.0,3.0,4.0,0.0,2.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
22.0,1.67,62.0,2.0,2.0,1.0,0.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
22.0,1.58,58.0,2.0,1.0,1.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
38.0,1.75,75.0,3.0,1.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
22.0,1.64,53.0,2.0,2.0,3.0,3.0,0.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
33.0,1.55,55.0,3.0,3.0,1.0,2.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
24.0,1.77,76.0,2.0,3.0,3.0,1.0,1.0,Body Level 2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
18.0,1.57,48.0,3.0,1.0,1.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
19.0,1.7,64.0,3.0,3.0,3.0,3.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
17.0,1.8,68.0,2.0,1.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
23.0,1.62,53.0,2.0,2.0,3.0,1.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
20.0,1.72,70.0,3.0,1.0,3.0,0.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.0,1.56,49.0,2.0,1.0,3.0,2.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
20.0,1.77,70.0,1.0,2.0,1.0,1.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
20.0,1.6,56.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.64,65.0,2.0,1.0,3.0,0.0,1.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
21.0,1.7,65.0,2.0,2.0,1.0,1.0,2.0,Body Level 2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
26.0,1.72,65.0,2.0,2.0,3.0,0.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
21.0,1.63,60.0,3.0,2.0,3.0,2.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
18.0,1.63,51.0,1.0,1.0,3.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1.63,65.0,2.0,3.0,1.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
23.0,1.68,67.0,2.0,1.0,3.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,1.59,53.0,1.0,1.0,3.0,1.0,2.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.0,1.67,60.0,2.0,2.0,4.0,0.0,2.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
22.0,1.65,65.0,2.0,2.0,3.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
21.0,1.81,80.0,1.0,2.0,3.0,2.0,0.0,Body Level 2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
18.0,1.67,66.0,3.0,2.0,3.0,0.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
16.0,1.66,58.0,2.0,1.0,1.0,0.0,1.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
19.0,1.64,53.0,3.0,1.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
20.0,1.58,53.5,2.0,2.0,1.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
26.0,1.91,84.0,3.0,2.0,3.0,2.0,2.0,Body Level 2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
20.0,1.65,58.0,2.0,2.0,3.0,3.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
51.0,1.59,50.0,3.0,3.0,3.0,2.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
21.0,1.82,67.0,2.0,3.0,4.0,3.0,2.0,Body Level 2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
23.0,1.8,77.0,2.0,2.0,3.0,2.0,1.0,Body Level 2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
21.0,1.8,75.0,3.0,1.0,3.0,2.0,0.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.0,1.65,56.0,3.0,3.0,3.0,1.0,2.0,Body Level 2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
20.0,1.6,50.0,2.0,1.0,3.0,0.0,0.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
20.0,1.58,53.0,2.0,2.0,4.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.66,57.0,2.0,1.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.0,1.78,64.0,2.0,1.0,3.0,1.0,0.0,Body Level 2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.0,1.64,56.0,3.0,2.0,3.0,0.0,0.0,Body Level 2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.87,67.0,3.0,3.0,3.0,1.0,1.0,Body Level 2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
21.0,1.55,49.0,2.0,3.0,3.0,3.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
23.0,1.8,60.0,2.0,3.0,3.0,0.0,1.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
22.0,1.69,65.0,2.0,2.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.62,55.0,2.0,1.0,3.0,1.0,1.0,Body Level 2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,1.93,86.0,3.0,2.0,4.0,2.0,0.0,Body Level 2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
21.0,1.54,56.0,2.0,2.0,1.0,0.0,2.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,1.6,48.0,2.0,1.0,3.0,1.0,0.0,Body Level 2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
